objectid,settlementId,settlementNameHeb,streetCode,streetNameHeb,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,shape,sourceorder,source,source_url,data_retrieved_at
1782849,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,114.0,שלישית,64,2880000,6260057600,דירה,דירה בבית קומות,2.5,הצפון החדש סביבת כיכר המדינה,2025-06-30T00:00:00.000Z,6213,1246,10,52350253,"MULTIPOLYGON(((3872487.447384109 3774726.034869657,3872470.462757315 3774730.3409698997,3872475.897036398 3774752.1990907644,3872492.90527497 3774747.893067012,3872487.447384109 3774726.034869657)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1788627,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,50.0,שניה,90,4650000,6256857900,דירה,דירה בבית קומות,3.0,הצפון הישן-החלק הצפוני,2025-05-06T00:00:00.000Z,6214,281,3,52285572,"MULTIPOLYGON(((3871494.281702499 3774956.654419586,3871470.911052365 3774962.486014886,3871473.4643703047 3774972.87572854,3871496.835039433 3774967.0441234643,3871494.281702499 3774956.654419586)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1788624,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,50.0,מרתף,20,250000,6257640050,בנין,מחסנים,,הצפון הישן-החלק הצפוני,2025-05-06T00:00:00.000Z,6214,281,1,52285572,"MULTIPOLYGON(((3871494.281702499 3774956.654419586,3871470.911052365 3774962.486014886,3871473.4643703047 3774972.87572854,3871496.835039433 3774967.0441234643,3871494.281702499 3774956.654419586)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1789555,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,77.0,חמישית,78,4990000,6257375600,דירה,דירה בבית קומות,3.5,הצפון הישן-החלק הצפוני,2025-05-05T00:00:00.000Z,6214,484,5,52333530,"MULTIPOLYGON(((3871897.3712911434 3774914.4074930516,3871883.799454647 3774917.3162525855,3871889.3559974744 3774943.8557282584,3871902.927862613 3774940.9469563635,3871897.3712911434 3774914.4074930516)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782621,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שניה,62,960000,6257309550,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,1162,13,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782620,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שניה,62,480000,6257311650,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,1162,13,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782619,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שניה,62,168000,6257310850,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,1162,13,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782618,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שניה,115,282000,6257307100,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,1162,13,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782615,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,,1,199000,6257207700,קרקע,קומבינציה,,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,1162,10,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787550,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,133.0,,1,207000,6257190900,קרקע,קומבינציה,,הצפון החדש סביבת כיכר המדינה,2025-04-10T00:00:00.000Z,6213,924,7,52300754,"MULTIPOLYGON(((3873008.383458633 3774698.936454021,3872986.6710600387 3774700.037840972,3872988.2213794473 3774729.5230909763,3873009.933831019 3774728.4216990634,3873008.383458633 3774698.936454021)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787161,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,107.0,ראשונה,8,201000,6256695000,בנין,מחסנים,,הצפון החדש סביבת כיכר המדינה,2025-04-07T00:00:00.000Z,6213,847,8,52299107,"MULTIPOLYGON(((3872338.489394639 3774825.5759708304,3872317.249044197 3774829.5572246667,3872319.2097833925 3774840.904081856,3872329.723183006 3774839.084845735,3872330.299575671 3774842.4995215903,3872323.9158035116 3774843.659492039,3872325.0692271213 3774850.3229682385,3872341.5893088332 3774847.283034483,3872340.097049409 3774836.7555622477,3872338.489394639 3774825.5759708304)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
2155150,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,29.0,שלישית,49,1770000,6256594800,דירה,דירה בבית קומות,2.0,הצפון הישן-החלק הצפוני,2025-04-02T00:00:00.000Z,6956,153,7,52367754,"MULTIPOLYGON(((3871291.057515468 3775029.5338022034,3871267.9185829097 3775033.3634955143,3871271.615886794 3775055.606779693,3871280.8075035727 3775054.150479988,3871279.078535433 3775044.0720160576,3871283.798666593 3775043.214022792,3871285.4218410444 3775053.2091210983,3871294.626041529 3775051.5514298077,3871291.057515468 3775029.5338022034)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787141,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,107.0,רביעית,98,6356000,6256463500,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-03-31T00:00:00.000Z,6213,847,14,52299107,"MULTIPOLYGON(((3872338.489394639 3774825.5759708304,3872317.249044197 3774829.5572246667,3872319.2097833925 3774840.904081856,3872329.723183006 3774839.084845735,3872330.299575671 3774842.4995215903,3872323.9158035116 3774843.659492039,3872325.0692271213 3774850.3229682385,3872341.5893088332 3774847.283034483,3872340.097049409 3774836.7555622477,3872338.489394639 3774825.5759708304)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1789539,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,75.0,שניה,64,2800000,6255349850,דירה,דירה בבית קומות,2.0,הצפון הישן-החלק הצפוני,2025-03-04T00:00:00.000Z,6214,483,4,52380009,"MULTIPOLYGON(((3871876.016388158 3774920.4729241882,3871863.2460423945 3774923.4677598216,3871869.1730277 3774948.740894686,3871881.9198157066 3774945.7459538905,3871876.016388158 3774920.4729241882)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782830,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,115.0,רביעית,81,4000000,6253978300,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-02-24T00:00:00.000Z,6213,1204,11,52322086,"MULTIPOLYGON(((3872524.565389746 3774793.9414075655,3872488.577589794 3774800.0102765244,3872490.3072178634 3774810.171312811,3872502.34275859 3774808.0734771527,3872503.6082189116 3774816.289530171,3872515.289472658 3774814.332487935,3872513.675138919 3774804.8472739477,3872526.0644140244 3774802.750789486,3872524.565389746 3774793.9414075655)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1628131,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,152.0,ראשונה,73,4865000,6254843350,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-02-20T00:00:00.000Z,6108,568,1,52425168,"MULTIPOLYGON(((3873271.044007148 3774557.6188293057,3873238.5917630624 3774564.461656547,3873242.5293029943 3774583.351299306,3873274.982133918 3774576.3662718246,3873271.044007148 3774557.6188293057)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
2154590,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,40.0,חמישית,89,7050000,6253599250,דירה,דירה בבית קומות,4.0,הצפון הישן-החלק הצפוני,2025-02-03T00:00:00.000Z,6955,19,13,52354105,"MULTIPOLYGON(((3871385.040242656 3774969.253890921,3871376.1909857797 3774970.6286820495,3871377.457375345 3774978.418404996,3871370.0234309277 3774979.715883813,3871368.7693982287 3774971.784022519,3871360.616402944 3774973.0193881458,3871364.070114355 3774994.2781099165,3871388.494790003 3774990.3111722455,3871385.040242656 3774969.253890921)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787142,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,107.0,ראשונה,78,4818000,6253431750,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-01-23T00:00:00.000Z,6213,847,15,52299107,"MULTIPOLYGON(((3872338.489394639 3774825.5759708304,3872317.249044197 3774829.5572246667,3872319.2097833925 3774840.904081856,3872329.723183006 3774839.084845735,3872330.299575671 3774842.4995215903,3872323.9158035116 3774843.659492039,3872325.0692271213 3774850.3229682385,3872341.5893088332 3774847.283034483,3872340.097049409 3774836.7555622477,3872338.489394639 3774825.5759708304)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782624,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שלישית,116,7736500,6251727300,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2024-12-23T00:00:00.000Z,6213,1162,18,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782622,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שלישית,79,5531500,6251726000,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-12-23T00:00:00.000Z,6213,1162,18,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782623,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שלישית,79,5471500,6251720650,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-12-23T00:00:00.000Z,6213,1162,18,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782625,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שלישית,116,7706500,6251724800,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2024-12-23T00:00:00.000Z,6213,1162,18,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
2154591,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,40.0,רביעית,61,4868000,6250615500,דירה,דירה בבית קומות,3.0,הצפון הישן-החלק הצפוני,2024-12-10T00:00:00.000Z,6955,19,14,52354105,"MULTIPOLYGON(((3871385.040242656 3774969.253890921,3871376.1909857797 3774970.6286820495,3871377.457375345 3774978.418404996,3871370.0234309277 3774979.715883813,3871368.7693982287 3774971.784022519,3871360.616402944 3774973.0193881458,3871364.070114355 3774994.2781099165,3871388.494790003 3774990.3111722455,3871385.040242656 3774969.253890921)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787536,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,133.0,ראשונה,82,5726000,6213462950,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-11-07T00:00:00.000Z,6213,924,11,52300754,"MULTIPOLYGON(((3873008.383458633 3774698.936454021,3872986.6710600387 3774700.037840972,3872988.2213794473 3774729.5230909763,3873009.933831019 3774728.4216990634,3873008.383458633 3774698.936454021)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787143,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,107.0,ראשונה,53,3806000,6213539700,דירה,דירת גן,2.0,הצפון החדש סביבת כיכר המדינה,2024-10-31T00:00:00.000Z,6213,847,16,52299107,"MULTIPOLYGON(((3872338.489394639 3774825.5759708304,3872317.249044197 3774829.5572246667,3872319.2097833925 3774840.904081856,3872329.723183006 3774839.084845735,3872330.299575671 3774842.4995215903,3872323.9158035116 3774843.659492039,3872325.0692271213 3774850.3229682385,3872341.5893088332 3774847.283034483,3872340.097049409 3774836.7555622477,3872338.489394639 3774825.5759708304)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782680,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,99.0,שלישית,125,260000,6213445250,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2024-10-27T00:00:00.000Z,6213,1170,7,53310879,"MULTIPOLYGON(((3872223.765015647 3774850.8278766517,3872201.4696799233 3774856.2148059485,3872203.4521564473 3774864.966919176,3872205.9188761148 3774864.3841296756,3872208.2399152825 3774874.01437869,3872225.9441170203 3774869.7114151237,3872225.0168515663 3774865.5607338357,3872219.953385532 3774866.8087531356,3872218.54955252 3774860.878900097,3872225.7492506756 3774859.1297377367,3872223.765015647 3774850.8278766517)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782681,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,99.0,שלישית,125,130000,6213445650,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-10-27T00:00:00.000Z,6213,1170,8,53310879,"MULTIPOLYGON(((3872223.765015647 3774850.8278766517,3872201.4696799233 3774856.2148059485,3872203.4521564473 3774864.966919176,3872205.9188761148 3774864.3841296756,3872208.2399152825 3774874.01437869,3872225.9441170203 3774869.7114151237,3872225.0168515663 3774865.5607338357,3872219.953385532 3774866.8087531356,3872218.54955252 3774860.878900097,3872225.7492506756 3774859.1297377367,3872223.765015647 3774850.8278766517)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787537,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,133.0,ראשונה,133,8530000,6212980350,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2024-10-15T00:00:00.000Z,6213,924,12,52300754,"MULTIPOLYGON(((3873008.383458633 3774698.936454021,3872986.6710600387 3774700.037840972,3872988.2213794473 3774729.5230909763,3873009.933831019 3774728.4216990634,3873008.383458633 3774698.936454021)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787538,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,133.0,ראשונה,131,8390000,6212979050,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2024-10-15T00:00:00.000Z,6213,924,12,52300754,"MULTIPOLYGON(((3873008.383458633 3774698.936454021,3872986.6710600387 3774700.037840972,3872988.2213794473 3774729.5230909763,3873009.933831019 3774728.4216990634,3873008.383458633 3774698.936454021)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787085,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,105.0,קרקע,108,6200000,6212374750,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2024-09-30T00:00:00.000Z,6213,840,3,52270173,"MULTIPOLYGON(((3872308.875906817 3774829.8326208093,3872289.1704015997 3774833.3103209506,3872293.2103881 3774855.8386419816,3872304.6558823376 3774853.880879491,3872303.2706699045 3774846.1738081267,3872311.5307115237 3774844.6538596055,3872308.875906817 3774829.8326208093)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782627,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שלישית,123,133000,6211219750,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2024-08-25T00:00:00.000Z,6213,1162,23,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787144,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,107.0,ראשונה,66,4800000,6210936800,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-08-22T00:00:00.000Z,6213,847,17,52299107,"MULTIPOLYGON(((3872338.489394639 3774825.5759708304,3872317.249044197 3774829.5572246667,3872319.2097833925 3774840.904081856,3872329.723183006 3774839.084845735,3872330.299575671 3774842.4995215903,3872323.9158035116 3774843.659492039,3872325.0692271213 3774850.3229682385,3872341.5893088332 3774847.283034483,3872340.097049409 3774836.7555622477,3872338.489394639 3774825.5759708304)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1628110,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,148.0,ראשונה,64,3750000,6209221250,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-07-31T00:00:00.000Z,6108,542,3,52307592,"MULTIPOLYGON(((3873202.831829866 3774572.903130294,3873184.5416224636 3774576.4705934078,3873188.0138551183 3774593.664159147,3873206.3046265272 3774589.954506367,3873202.831829866 3774572.903130294)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1790520,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,58.0,מרתף,22,950000,6209386250,בנין,משרד,,הצפון הישן-החלק הצפוני,2024-07-30T00:00:00.000Z,6214,72,1,52371928,"MULTIPOLYGON(((3871592.1554159834 3774926.093547823,3871579.882893345 3774928.414673007,3871584.155973049 3774951.3116386607,3871596.310276994 3774949.0729781576,3871592.1554159834 3774926.093547823)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787935,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,78.0,ראשונה,42,2250000,6207531600,דירה,דירה בבית קומות,1.0,הצפון הישן-החלק הצפוני,2024-06-19T00:00:00.000Z,6214,133,4,52395991,"MULTIPOLYGON(((3871806.701316788 3774882.058563961,3871795.492429736 3774883.791660573,3871799.2887340602 3774908.0965903844,3871810.3797277915 3774906.363021931,3871806.701316788 3774882.058563961)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1782628,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,135.0,שמינית,90,7575000,6206325450,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-05-12T00:00:00.000Z,6213,1162,24,52300574,"MULTIPOLYGON(((3873048.920187421 3774674.8026344124,3873029.683364587 3774679.183804254,3873033.742177204 3774697.114423509,3873015.0951970434 3774701.4149033795,3873021.009593848 3774727.50452525,3873040.719233802 3774722.840802142,3873036.078451941 3774702.90550211,3873054.3711458845 3774698.745811503,3873048.920187421 3774674.8026344124)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1627982,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,150.0,ראשונה,69,4200000,6205800650,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-05-09T00:00:00.000Z,6108,460,1,52346114,"MULTIPOLYGON(((3873228.796067426 3774566.7938819863,3873211.4511957634 3774569.831820168,3873214.5643847394 3774588.433962708,3873231.909058051 3774585.455257083,3873228.796067426 3774566.7938819863)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787669,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,101.0,שניה,103,6000000,6205129550,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-04-18T00:00:00.000Z,6213,948,9,52380956,"MULTIPOLYGON(((3872249.86984545 3774842.185548636,3872229.6794310138 3774846.0285694427,3872233.7216034676 3774867.9645053265,3872253.91150333 3774864.263653731,3872249.86984545 3774842.185548636)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
1787666,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,101.0,ראשונה,65,3800000,6205139050,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-04-17T00:00:00.000Z,6213,948,6,52380956,"MULTIPOLYGON(((3872249.86984545 3774842.185548636,3872229.6794310138 3774846.0285694427,3872233.7216034676 3774867.9645053265,3872253.91150333 3774864.263653731,3872249.86984545 3774842.185548636)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.497558+00:00
