objectid,settlementId,settlementNameHeb,streetCode,streetNameHeb,houseNum,floorNo,assetArea,dealAmount,dealId,propertyTypeDescription,dealNatureDescription,assetRoomNum,neighborhood,dealDate,gushNum,parcelNum,subParcelNum,polygonId,shape,sourceorder,source,source_url,data_retrieved_at
2158421,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,7.0,ראשונה,51,2710000,6054546100,דירה,דירה בבית קומות,2.0,הצפון הישן-החלק הצפוני,2021-03-16T00:00:00.000Z,6960,52,8,53116133,"MULTIPOLYGON(((3870995.7902297853 3775088.782232733,3870959.9042658224 3775095.522432342,3870962.9194281986 3775111.2462522187,3870988.644568478 3775106.5269841687,3870988.171985691 3775103.787978841,3870996.562399077 3775102.1864899,3870995.4087932976 3775095.7478813143,3870997.049301433 3775095.3871459984,3870995.7902297853 3775088.782232733)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
1785433,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,134.0,רביעית,93,2000000,6055258350,קרקע,קרקע למגורים,4.0,הצפון החדש סביבת כיכר המדינה,2021-03-15T00:00:00.000Z,6213,345,15,52321625,"MULTIPOLYGON(((3872986.2330270126 3774604.5133247157,3872969.2277331715 3774608.1446499783,3872971.6480549118 3774619.718086641,3872976.6161546395 3774618.6945276232,3872977.531328255 3774622.987203407,3872971.878790812 3774624.1503125182,3872975.2373331804 3774640.1587166833,3872991.7586860172 3774636.66769509,3872988.283292699 3774620.374486806,3872982.383140585 3774621.536648553,3872981.223778202 3774616.3425490814,3872988.4223667327 3774614.818077784,3872986.2330270126 3774604.5133247157)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
1627987,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,155.0,ראשונה,63,2600000,6053645200,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2021-03-02T00:00:00.000Z,6108,462,1,52347607,"MULTIPOLYGON(((3873364.95697207 3774602.7763636317,3873349.514101355 3774604.862037071,3873352.383584301 3774625.607847869,3873367.8270181133 3774623.3799874443,3873364.95697207 3774602.7763636317)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
2158408,5000,תל אביב-יפו,50000456.0,ז'בוטינסקי,7.0,שלישית,33,2800000,6055524900,דירה,דירה בבית קומות,2.0,הצפון הישן-החלק הצפוני,2021-02-11T00:00:00.000Z,6960,52,15,53116133,"MULTIPOLYGON(((3870995.7902297853 3775088.782232733,3870959.9042658224 3775095.522432342,3870962.9194281986 3775111.2462522187,3870988.644568478 3775106.5269841687,3870988.171985691 3775103.787978841,3870996.562399077 3775102.1864899,3870995.4087932976 3775095.7478813143,3870997.049301433 3775095.3871459984,3870995.7902297853 3775088.782232733)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/73096893?limit=100&offset=100&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:02.817005+00:00
1627093,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שביעית,148,10500000,6211488300,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2024-09-19T00:00:00.000Z,6108,156,31,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627094,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שלישית,60,4350000,6209951750,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-08-15T00:00:00.000Z,6108,156,32,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627088,5000,תל אביב-יפו,50000933.0,ליסין,17.0,ראשונה,20,1219000,6202974300,דירה,דירה בבית קומות,1.0,הצפון החדש סביבת כיכר המדינה,2024-02-13T00:00:00.000Z,6108,156,26,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627095,5000,תל אביב-יפו,50000933.0,ליסין,17.0,,71,440000,6203463950,קרקע,קומבינציה,0.0,הצפון החדש סביבת כיכר המדינה,2024-02-13T00:00:00.000Z,6108,156,33,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627096,5000,תל אביב-יפו,50000933.0,ליסין,17.0,,96,2330000,6203966800,קרקע,קומבינציה,0.0,הצפון החדש סביבת כיכר המדינה,2024-02-13T00:00:00.000Z,6108,156,33,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627086,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שניה,10,120000,6202973000,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2024-02-13T00:00:00.000Z,6108,156,24,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627087,5000,תל אביב-יפו,50000933.0,ליסין,17.0,ראשונה,1,882000,6203146400,דירה,דירה בבית קומות,1.0,הצפון החדש סביבת כיכר המדינה,2024-02-13T00:00:00.000Z,6108,156,25,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627097,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שניה,42,2984000,6201376650,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2024-01-08T00:00:00.000Z,6108,156,35,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627098,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שניה,49,3312000,6201385750,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2024-01-08T00:00:00.000Z,6108,156,35,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627099,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שניה,42,3010000,6201387450,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2024-01-08T00:00:00.000Z,6108,156,35,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627100,5000,תל אביב-יפו,50000933.0,ליסין,17.0,רביעית,46,3250000,6157317950,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2023-07-06T00:00:00.000Z,6108,156,39,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627102,5000,תל אביב-יפו,50000933.0,ליסין,17.0,שניה,49,3100000,6156695100,דירה,דירה בבית קומות,2.0,הצפון החדש סביבת כיכר המדינה,2023-05-31T00:00:00.000Z,6108,156,40,52045525,"MULTIPOLYGON(((3873127.462929711 3774547.5905462694,3873109.0652236547 3774551.5247757924,3873110.0961018265 3774556.4102834794,3873097.4569943678 3774559.1817358835,3873102.217986925 3774581.629111463,3873116.3795817005 3774578.4961846825,3873113.1460718354 3774563.6732238363,3873118.7991078123 3774562.367874035,3873121.811694967 3774576.3724414,3873133.152609837 3774573.9040433676,3873127.462929711 3774547.5905462694)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787106,5000,תל אביב-יפו,50000933.0,ליסין,9.0,ראשונה,91,6850000,6256930100,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-05-04T00:00:00.000Z,6213,841,7,52275545,"MULTIPOLYGON(((3873005.8695629253 3774557.0528001213,3873002.995223624 3774565.620022326,3872989.4533613794 3774560.8285859204,3872985.983762737 3774570.886422313,3872972.4419015464 3774566.094964564,3872969.246284203 3774575.4192500706,3872957.4703100026 3774571.3691699826,3872951.7237191997 3774587.934897792,3872967.5154684503 3774593.327466282,3872970.13942501 3774585.4938748814,3872981.7857135884 3774589.543448572,3872984.897929108 3774580.443948859,3873000.0768548283 3774585.751175259,3873003.5464461567 3774575.693322428,3873015.9111457053 3774579.970741686,3873021.872456727 3774562.730457128,3873005.8695629253 3774557.0528001213)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787635,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שניה,72,4810000,6256330350,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-04-01T00:00:00.000Z,6213,947,21,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1785215,5000,תל אביב -יפו,50000933.0,ליסין,1.0,שלישית,127,7025000,6255161700,דירה,דירה בבית קומות,5.5,הצפון החדש סביבת כיכר המדינה,2025-03-02T00:00:00.000Z,6213,268,5,52295066,"MULTIPOLYGON(((3872900.327181011 3774525.5327272913,3872895.6997211585 3774536.1784680863,3872923.1159169017 3774548.2154240157,3872927.7433573883 3774537.569661892,3872900.327181011 3774525.5327272913)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787102,5000,תל אביב-יפו,50000933.0,ליסין,13.0,ראשונה,96,5766600,6254414700,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2025-02-26T00:00:00.000Z,6213,841,5,52275545,"MULTIPOLYGON(((3873005.8695629253 3774557.0528001213,3873002.995223624 3774565.620022326,3872989.4533613794 3774560.8285859204,3872985.983762737 3774570.886422313,3872972.4419015464 3774566.094964564,3872969.246284203 3774575.4192500706,3872957.4703100026 3774571.3691699826,3872951.7237191997 3774587.934897792,3872967.5154684503 3774593.327466282,3872970.13942501 3774585.4938748814,3872981.7857135884 3774589.543448572,3872984.897929108 3774580.443948859,3873000.0768548283 3774585.751175259,3873003.5464461567 3774575.693322428,3873015.9111457053 3774579.970741686,3873021.872456727 3774562.730457128,3873005.8695629253 3774557.0528001213)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787636,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שישית,74,5660000,6250213350,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-12-26T00:00:00.000Z,6213,947,22,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787177,5000,תל אביב-יפו,50000933.0,ליסין,15.0,מרתף,1,91000,6251994150,בנין,מחסנים,,הצפון החדש סביבת כיכר המדינה,2024-12-24T00:00:00.000Z,6213,851,2,52294776,"MULTIPOLYGON(((3873062.7907953546 3774562.1530009313,3873033.8991889884 3774562.859599499,3873034.2019466674 3774576.2613568367,3873063.2002468016 3774575.412985078,3873062.7907953546 3774562.1530009313)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787637,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שניה,98,6226000,6214994200,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2024-12-15T00:00:00.000Z,6213,947,23,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787638,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שניה,76,5156000,6213632100,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-11-28T00:00:00.000Z,6213,947,24,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627050,5000,תל אביב-יפו,50000933.0,ליסין,25.0,ראשונה,26,1800000,6212843400,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-10-14T00:00:00.000Z,6108,153,7,52310345,"MULTIPOLYGON(((3873205.5867095822 3774530.484440409,3873192.8524672785 3774533.4807439083,3873198.7593316203 3774558.527228536,3873211.3877025465 3774555.4712654543,3873205.5867095822 3774530.484440409)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787639,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שישית,115,8894000,6209209250,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2024-07-30T00:00:00.000Z,6213,947,25,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787640,5000,תל אביב-יפו,50000933.0,ליסין,5.0,ראשונה,72,4556000,6206086600,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-05-16T00:00:00.000Z,6213,947,26,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787641,5000,תל אביב-יפו,50000933.0,ליסין,5.0,ראשונה,74,4856000,6206088250,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2024-05-16T00:00:00.000Z,6213,947,26,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1787642,5000,תל אביב-יפו,50000933.0,ליסין,5.0,שביעית,107,7516000,6200587150,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2023-12-25T00:00:00.000Z,6213,947,28,53050725,"MULTIPOLYGON(((3872938.1364183067 3774539.3869339894,3872930.4969430673 3774560.6846962282,3872939.0926998 3774563.8220769344,3872937.3045483064 3774568.921873327,3872945.429205391 3774571.9152568337,3872954.8332213233 3774545.517583301,3872938.1364183067 3774539.3869339894)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1782806,5000,תל אביב-יפו,50000933.0,ליסין,10.0,שלישית,104,5650000,6158251850,דירה,דירה בבית קומות,2.5,הצפון החדש סביבת כיכר המדינה,2023-07-08T00:00:00.000Z,6213,1197,6,52301823,"MULTIPOLYGON(((3873007.428654351 3774512.99454086,3873003.814941808 3774533.039996471,3873019.2630072534 3774535.777105754,3873022.9938403745 3774515.933513525,3873007.428654351 3774512.99454086)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627040,5000,תל אביב-יפו,50000933.0,ליסין,27.0,ראשונה,62,3000000,6108097650,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2022-05-19T00:00:00.000Z,6108,152,1,52316072,"MULTIPOLYGON(((3873235.079011203 3774526.8176231445,3873217.8405438103 3774529.796725864,3873221.877682384 3774553.5090138298,3873239.234094916 3774550.5303507075,3873235.079011203 3774526.8176231445)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627051,5000,תל אביב-יפו,50000933.0,ליסין,25.0,ראשונה,47,1350000,6066146450,דירה,דירה בבית קומות,3.0,הצפון החדש סביבת כיכר המדינה,2021-09-23T00:00:00.000Z,6108,153,7,52310345,"MULTIPOLYGON(((3873205.5867095822 3774530.484440409,3873192.8524672785 3774533.4807439083,3873198.7593316203 3774558.527228536,3873211.3877025465 3774555.4712654543,3873205.5867095822 3774530.484440409)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1628005,5000,תל אביב -יפו,50000933.0,ליסין,31.0,רביעית וגג,80,5480000,6060760300,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2021-06-13T00:00:00.000Z,6108,464,24,52311577,"MULTIPOLYGON(((3873306.241460533 3774510.8098593703,3873281.946348696 3774515.231304919,3873284.128663863 3774527.4553448474,3873294.1584379333 3774525.5742148045,3873295.647053977 3774534.158149653,3873284.567542329 3774536.118210972,3873286.4146425175 3774546.5637267223,3873311.913370344 3774541.9217364313,3873306.241460533 3774510.8098593703)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627034,5000,תל אביב-יפו,50000933.0,ליסין,29.0,ראשונה,93,5656200,6058948700,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2021-05-25T00:00:00.000Z,6108,151,2,52276386,"MULTIPOLYGON(((3873263.164156761 3774521.083733919,3873245.4630660606 3774524.7957081394,3873249.618760392 3774545.2382647726,3873267.3195660114 3774541.6092162025,3873263.164156761 3774521.083733919)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627064,5000,תל אביב-יפו,50000933.0,ליסין,23.0,שישית,139,8000000,6058236350,דירה,דירה בבית קומות,5.0,הצפון החדש סביבת כיכר המדינה,2021-04-28T00:00:00.000Z,6108,154,15,52323693,"MULTIPOLYGON(((3873180.678066343 3774534.986277752,3873163.4612242724 3774538.4748686394,3873168.194255382 3774562.106917427,3873185.4347123825 3774558.6184035563,3873180.678066343 3774534.986277752)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627052,5000,תל אביב-יפו,50000933.0,ליסין,23.0,,1226,23500000,6053777500,קרקע,קומבינציה,,הצפון החדש סביבת כיכר המדינה,2021-02-04T00:00:00.000Z,6108,154,1,52323693,"MULTIPOLYGON(((3873180.678066343 3774534.986277752,3873163.4612242724 3774538.4748686394,3873168.194255382 3774562.106917427,3873185.4347123825 3774558.6184035563,3873180.678066343 3774534.986277752)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/52045525?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:03.167195+00:00
1627976,5000,תל אביב -יפו,50000941.0,גלוסקין,6.0,רביעית,109,6500000,6106938050,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2022-04-27T00:00:00.000Z,6108,455,9,53262189,"MULTIPOLYGON(((3873239.7805072707 3774717.5964547996,3873226.446420495 3774720.1402984825,3873231.5490685496 3774745.8594466224,3873244.741685953 3774743.315051105,3873239.7805072707 3774717.5964547996)))",1,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53262189?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.135934+00:00
1627917,5000,תל אביב-יפו,50000941.0,גלוסקין,5.0,שלישית,110,6325000,6157291550,דירה,דירה בבית קומות,4.0,הצפון החדש סביבת כיכר המדינה,2023-07-06T00:00:00.000Z,6108,411,5,53124913,"MULTIPOLYGON(((3873200.343121512 3774734.851171804,3873182.6399907423 3774739.0133555946,3873186.806880419 3774756.4941782528,3873204.403598455 3774752.4145155926,3873200.343121512 3774734.851171804)))",2,GovMap,https://www.govmap.gov.il/api/real-estate/street-deals/53262189?limit=100&offset=0&dealType=2&startDate=2021-01&endDate=2026-08,2026-08-22 13:43:04.135934+00:00
